-0.998	5.296e-7
-0.996	5.283e-7
-0.994	5.229e-7
-0.992	5.178e-7
-0.990	5.111e-7
-0.988	5.044e-7
-0.986	4.988e-7
-0.984	4.933e-7
-0.982	4.863e-7
-0.980	4.813e-7
-0.978	4.750e-7
-0.976	4.698e-7
-0.974	4.643e-7
-0.972	4.586e-7
-0.970	4.526e-7
-0.968	4.485e-7
-0.966	4.439e-7
-0.964	4.376e-7
-0.962	4.328e-7
-0.960	4.277e-7
-0.958	4.230e-7
-0.956	4.182e-7
-0.954	4.133e-7
-0.952	4.091e-7
-0.950	4.037e-7
-0.948	3.998e-7
-0.946	3.948e-7
-0.944	3.906e-7
-0.942	3.854e-7
-0.940	3.816e-7
-0.938	3.778e-7
-0.936	3.735e-7
-0.934	3.698e-7
-0.932	3.656e-7
-0.930	3.614e-7
-0.928	3.577e-7
-0.926	3.530e-7
-0.924	3.497e-7
-0.922	3.463e-7
-0.920	3.418e-7
-0.918	3.385e-7
-0.916	3.345e-7
-0.914	3.306e-7
-0.912	3.276e-7
-0.910	3.246e-7
-0.908	3.198e-7
-0.906	3.178e-7
-0.904	3.135e-7
-0.902	3.109e-7
-0.900	3.080e-7
-0.898	3.044e-7
-0.896	3.015e-7
-0.894	2.990e-7
-0.892	2.959e-7
-0.890	2.924e-7
-0.888	2.895e-7
-0.886	2.865e-7
-0.884	2.848e-7
-0.882	2.825e-7
-0.880	2.789e-7
-0.878	2.756e-7
-0.876	2.726e-7
-0.874	2.709e-7
-0.872	2.685e-7
-0.870	2.659e-7
-0.868	2.635e-7
-0.866	2.611e-7
-0.864	2.591e-7
-0.862	2.567e-7
-0.860	2.540e-7
-0.858	2.520e-7
-0.856	2.491e-7
-0.854	2.474e-7
-0.852	2.451e-7
-0.850	2.420e-7
-0.848	2.411e-7
-0.846	2.393e-7
-0.844	2.376e-7
-0.842	2.354e-7
-0.840	2.338e-7
-0.838	2.318e-7
-0.836	2.299e-7
-0.834	2.283e-7
-0.832	2.254e-7
-0.830	2.246e-7
-0.828	2.234e-7
-0.826	2.219e-7
-0.824	2.200e-7
-0.822	2.190e-7
-0.820	2.173e-7
-0.818	2.150e-7
-0.816	2.141e-7
-0.814	2.124e-7
-0.812	2.115e-7
-0.810	2.106e-7
-0.808	2.091e-7
-0.806	2.079e-7
-0.804	2.068e-7
-0.802	2.057e-7
-0.800	2.043e-7
-0.798	2.040e-7
-0.796	2.025e-7
-0.794	2.024e-7
-0.792	2.005e-7
-0.790	2.009e-7
-0.788	2.004e-7
-0.786	1.994e-7
-0.784	1.986e-7
-0.782	1.977e-7
-0.780	1.975e-7
-0.778	1.968e-7
-0.776	1.961e-7
-0.774	1.958e-7
-0.772	1.954e-7
-0.770	1.952e-7
-0.768	1.953e-7
-0.766	1.949e-7
-0.764	1.951e-7
-0.762	1.939e-7
-0.760	1.940e-7
-0.758	1.935e-7
-0.756	1.943e-7
-0.754	1.931e-7
-0.752	1.930e-7
-0.750	1.930e-7
-0.748	1.926e-7
-0.746	1.931e-7
-0.744	1.926e-7
-0.742	1.924e-7
-0.740	1.923e-7
-0.738	1.931e-7
-0.736	1.922e-7
-0.734	1.922e-7
-0.732	1.918e-7
-0.730	1.921e-7
-0.728	1.915e-7
-0.726	1.917e-7
-0.724	1.914e-7
-0.722	1.917e-7
-0.720	1.916e-7
-0.718	1.907e-7
-0.716	1.907e-7
-0.714	1.907e-7
-0.712	1.900e-7
-0.710	1.901e-7
-0.708	1.894e-7
-0.706	1.902e-7
-0.704	1.895e-7
-0.702	1.887e-7
-0.700	1.886e-7
-0.698	1.881e-7
-0.696	1.881e-7
-0.694	1.875e-7
-0.692	1.873e-7
-0.690	1.864e-7
-0.688	1.860e-7
-0.686	1.854e-7
-0.684	1.845e-7
-0.682	1.855e-7
-0.680	1.836e-7
-0.678	1.828e-7
-0.676	1.829e-7
-0.674	1.825e-7
-0.672	1.814e-7
-0.670	1.805e-7
-0.668	1.794e-7
-0.666	1.788e-7
-0.664	1.774e-7
-0.662	1.763e-7
-0.660	1.760e-7
-0.658	1.752e-7
-0.656	1.738e-7
-0.654	1.727e-7
-0.652	1.717e-7
-0.650	1.701e-7
-0.648	1.695e-7
-0.646	1.676e-7
-0.644	1.666e-7
-0.642	1.656e-7
-0.640	1.651e-7
-0.638	1.635e-7
-0.636	1.628e-7
-0.634	1.617e-7
-0.632	1.602e-7
-0.630	1.583e-7
-0.628	1.586e-7
-0.626	1.562e-7
-0.624	1.559e-7
-0.622	1.589e-7
-0.620	1.532e-7
-0.618	1.524e-7
-0.616	1.516e-7
-0.614	1.505e-7
-0.612	1.495e-7
-0.610	1.485e-7
-0.608	1.480e-7
-0.606	1.470e-7
-0.604	1.452e-7
-0.602	1.446e-7
-0.600	1.436e-7
-0.598	1.436e-7
-0.596	1.419e-7
-0.594	1.414e-7
-0.592	1.406e-7
-0.590	1.405e-7
-0.588	1.389e-7
-0.586	1.384e-7
-0.584	1.375e-7
-0.582	1.375e-7
-0.580	1.357e-7
-0.578	1.354e-7
-0.576	1.351e-7
-0.574	1.344e-7
-0.572	1.341e-7
-0.570	1.328e-7
-0.568	1.327e-7
-0.566	1.315e-7
-0.564	1.320e-7
-0.562	1.309e-7
-0.560	1.304e-7
-0.558	1.291e-7
-0.556	1.289e-7
-0.554	1.290e-7
-0.552	1.281e-7
-0.550	1.275e-7
-0.548	1.268e-7
-0.546	1.268e-7
-0.544	1.267e-7
-0.542	1.254e-7
-0.540	1.255e-7
-0.538	1.247e-7
-0.536	1.247e-7
-0.534	1.234e-7
-0.532	1.237e-7
-0.530	1.225e-7
-0.528	1.221e-7
-0.526	1.214e-7
-0.524	1.227e-7
-0.522	1.207e-7
-0.520	1.219e-7
-0.518	1.209e-7
-0.516	1.197e-7
-0.514	1.195e-7
-0.512	1.190e-7
-0.510	1.183e-7
-0.508	1.180e-7
-0.506	1.173e-7
-0.504	1.179e-7
-0.502	1.168e-7
-0.500	1.168e-7
-0.498	1.156e-7
-0.496	1.156e-7
-0.494	1.147e-7
-0.492	1.144e-7
-0.490	1.133e-7
-0.488	1.145e-7
-0.486	1.131e-7
-0.484	1.129e-7
-0.482	1.126e-7
-0.480	1.115e-7
-0.478	1.111e-7
-0.476	1.103e-7
-0.474	1.103e-7
-0.472	1.093e-7
-0.470	1.085e-7
-0.468	1.092e-7
-0.466	1.078e-7
-0.464	1.076e-7
-0.462	1.067e-7
-0.460	1.060e-7
-0.458	1.054e-7
-0.456	1.051e-7
-0.454	1.044e-7
-0.452	1.037e-7
-0.450	1.026e-7
-0.448	1.027e-7
-0.446	1.024e-7
-0.444	1.014e-7
-0.442	1.003e-7
-0.440	9.966e-8
-0.438	9.968e-8
-0.436	9.840e-8
-0.434	9.805e-8
-0.432	9.729e-8
-0.430	9.591e-8
-0.428	9.623e-8
-0.426	9.601e-8
-0.424	9.470e-8
-0.422	9.288e-8
-0.420	9.242e-8
-0.418	9.210e-8
-0.416	9.164e-8
-0.414	9.133e-8
-0.412	9.055e-8
-0.410	8.945e-8
-0.408	8.846e-8
-0.406	8.846e-8
-0.404	8.713e-8
-0.402	8.633e-8
-0.400	8.458e-8
-0.398	8.559e-8
-0.396	8.459e-8
-0.394	8.395e-8
-0.392	8.325e-8
-0.390	8.269e-8
-0.388	8.163e-8
-0.386	8.113e-8
-0.384	8.000e-8
-0.382	7.893e-8
-0.380	7.850e-8
-0.378	7.814e-8
-0.376	7.704e-8
-0.374	7.715e-8
-0.372	7.569e-8
-0.370	7.520e-8
-0.368	7.506e-8
-0.366	7.346e-8
-0.364	7.309e-8
-0.362	7.310e-8
-0.360	7.264e-8
-0.358	7.213e-8
-0.356	7.135e-8
-0.354	7.052e-8
-0.352	6.973e-8
-0.350	6.937e-8
-0.348	6.887e-8
-0.346	6.841e-8
-0.344	6.816e-8
-0.342	6.761e-8
-0.340	6.664e-8
-0.338	6.557e-8
-0.336	6.499e-8
-0.334	6.522e-8
-0.332	6.430e-8
-0.330	6.396e-8
-0.328	6.445e-8
-0.326	6.368e-8
-0.324	6.311e-8
-0.322	6.227e-8
-0.320	6.175e-8
-0.318	6.230e-8
-0.316	6.172e-8
-0.314	6.036e-8
-0.312	6.057e-8
-0.310	5.940e-8
-0.308	5.969e-8
-0.306	5.956e-8
-0.304	5.929e-8
-0.302	5.870e-8
-0.300	5.800e-8
-0.298	5.810e-8
-0.296	5.806e-8
-0.294	5.700e-8
-0.292	5.720e-8
-0.290	5.663e-8
-0.288	5.607e-8
-0.286	5.518e-8
-0.284	5.567e-8
-0.282	5.578e-8
-0.280	5.561e-8
-0.278	5.554e-8
-0.276	5.479e-8
-0.274	5.447e-8
-0.272	5.478e-8
-0.270	5.459e-8
-0.268	5.476e-8
-0.266	5.412e-8
-0.264	5.323e-8
-0.262	5.359e-8
-0.260	5.343e-8
-0.258	5.357e-8
-0.256	5.343e-8
-0.254	5.340e-8
-0.252	5.326e-8
-0.250	5.231e-8
-0.248	5.283e-8
-0.246	5.161e-8
-0.244	5.299e-8
-0.242	5.240e-8
-0.240	5.175e-8
-0.238	5.137e-8
